fold,epoch,train_loss,train_auc,train_macro_f1,train_micro_f1,train_lacc,val_loss,val_auc,val_macro_f1,val_micro_f1,val_lacc
2,1,0.1401086802116963,0.5140041547100699,0.0047062169846719525,0.00685027044619748,0.9863851183677355,0.04711262444710598,0.5926846966691244,0.00043798817431929337,0.0018498535532603668,0.9944981552888236
2,2,0.13543433944384256,0.5527819505152892,0.0019443988752515333,0.010283553875236296,0.9944381271926246,0.048012423989826074,0.6618620835347022,0.0038355217763059485,0.021127808361850915,0.9944097858911459
2,3,0.13492737215857545,0.5901740104434304,0.00498314161961608,0.028526148969889066,0.9943996712762776,0.046242151919273694,0.7064832588255282,0.007394786563984571,0.06003071338824515,0.9942789312061233
2,4,0.13443654189173246,0.6412250454994454,0.009721817512462755,0.06507530548451265,0.9944079573577002,0.044763393138207534,0.7146015263419873,0.013254552621620919,0.07785272625070264,0.9944242308888431
2,5,0.1338467700015597,0.6809489322824082,0.01852538945280173,0.11258390976931203,0.9944668097821653,0.04421358879176931,0.809303319815006,0.023939553868714682,0.1461127751009246,0.9944284794175778
2,6,0.13318284137659714,0.7141569172269396,0.03204721534031654,0.16917691640707794,0.9945033535258764,0.042907257746468044,0.8314666993671662,0.04275332432048056,0.20790484450501798,0.9945678311600693
2,7,0.13257469522769377,0.7457532836098953,0.04693696236470425,0.22264300766576062,0.9945921633216392,0.04311879600434663,0.8346486466170263,0.05281364241800138,0.23650947982498785,0.9946621484979751
2,8,0.13206049257299812,0.7626050059697779,0.060790469358625775,0.2684291097503533,0.9947202788882543,0.04330302273344727,0.8317831080639331,0.07055233093862846,0.2882965335773939,0.9947139805485362
2,9,0.13164270416695198,0.7757134854587214,0.07337917449628387,0.30720570475588016,0.9948809013896822,0.04345347605354293,0.8619011248801733,0.0804355215923622,0.319610947749378,0.9948881702266504
2,10,0.131400912854017,0.7984102223530881,0.07900698287091765,0.32302717422136495,0.9949293430964617,0.04216937606311377,0.8785890360457208,0.0847420966928218,0.3378588916091698,0.9949442508059461
