fold,epoch,train_loss,train_auc,train_macro_f1,train_micro_f1,train_lacc,val_loss,val_auc,val_macro_f1,val_micro_f1,val_lacc
4,1,0.14019827438252314,0.49877945773345084,0.004920498239963949,0.006931287833279423,0.9863018326262541,0.04785623438864447,0.5821897676274103,0.00128912701929662,0.009616829451540196,0.9943986089581462
4,2,0.13557446558101505,0.5380147098028032,0.0006146765855503718,0.002986903576625565,0.9944682970275488,0.04921877523624031,0.6063956182878428,0.0009331788761400412,0.00395918988883813,0.9944411016833918
4,3,0.13509484534921432,0.5709426194167105,0.0013826760357314384,0.007063917055941666,0.9944451384922901,0.04726377764310917,0.6919485894951124,0.001847309009045205,0.019502255857953718,0.9942745302004297
4,4,0.13470466808528125,0.6189052385606836,0.00558623641142184,0.02773040705864907,0.9944279289385657,0.049339750292580885,0.7020051394633203,0.008427886279059051,0.05103280680437424,0.9940263726849964
4,5,0.1342452227735386,0.651049676483515,0.011898094629072186,0.06632146403745212,0.9944066825759429,0.04464360526320654,0.7532836439427154,0.013004764014337653,0.08336783988957902,0.9943561162329011
4,6,0.133681264891177,0.6820789868270759,0.021178940698683823,0.1200337552742616,0.9944612857278834,0.04600131950814631,0.7595394804725403,0.02474453888523961,0.14755684567005323,0.9940102254494031
4,7,0.13309464106957117,0.7141989461922621,0.031612682249112546,0.16755344877624068,0.9945152514889452,0.04623129537235425,0.8057776942143807,0.04117307731401394,0.2099406528189911,0.9945694297136332
4,8,0.13259946943080725,0.7400860287713312,0.04451343709383977,0.21355605924177973,0.9946185088112914,0.042450471567874515,0.8546804308807759,0.05156999564134058,0.2391091532060695,0.9947156046884773
4,9,0.1321722479427562,0.7621616671095988,0.05507629803846474,0.24864701436130007,0.9947200664246283,0.04389505793845187,0.8570489326253586,0.061755968195563234,0.27196405344684876,0.9947674458132766
4,10,0.1319093792712321,0.7806079143411689,0.0617809790999456,0.27151862806608706,0.9948194994017024,0.043404466779538374,0.8665777005962153,0.06563792381755006,0.28561517113783536,0.9947495988686738
