fold,epoch,train_loss,train_auc,train_f1,train_lacc,val_loss,val_auc,val_f1,val_lacc
1,1,0.09767565738503672,0.513850040009216,0.009882698254052913,0.8840779333578092,0.03105333483356504,0.504975894872685,0.0,0.9945049529347987
1,2,0.03158712303735504,0.5046132118811035,0.0001316217909014838,0.994436639947241,0.03107561243895712,0.5346537934326846,0.0,0.9945049529347987
1,3,0.03128986103533238,0.5041979139624732,0.0,0.9944634103641458,0.030522727147369078,0.5655927892509502,0.0,0.9945049529347987
1,4,0.03115189757787672,0.5116074084691432,0.0,0.9944661723912867,0.030632552331802565,0.5815447317448871,0.0,0.9945049529347987
1,5,0.03103975741145741,0.5330537030708824,2.5283171521035597e-05,0.9944676596366702,0.03066656188050795,0.5877775475176926,0.0,0.9945049529347987
1,6,0.031169703875926612,0.5277611076044569,8.104121756325268e-06,0.9944561866008538,0.030691138546726556,0.6167350806809985,0.0,0.9945049529347987
1,7,0.03099476329392704,0.5344556759648504,2.5022520268241417e-05,0.9944631979005195,0.03043679132349997,0.6005479813497918,0.0,0.9945049529347987
1,8,0.030828469265930625,0.5609431818949105,1.413207840477099e-05,0.9944680845639227,0.03018987675681294,0.6364926719731813,0.00021328919917481553,0.9944709647049228
1,9,0.030762064693292148,0.5646723115890034,4.369086696771121e-05,0.9944657474640343,0.030026654176955117,0.6403303185705336,0.00032750964463455285,0.994502403817558
1,10,0.030658594305243564,0.5836448551460288,2.9873039581777445e-05,0.9944648976095293,0.02997352563718844,0.6480161745393217,9.906875371507826e-05,0.9945032535233048
