fold,epoch,train_loss,train_auc,train_macro_f1,train_micro_f1,train_lacc,val_loss,val_auc,val_macro_f1,val_micro_f1,val_lacc
3,1,0.034581357164501475,0.512534818136126,0.006277537817676012,0.016599416067972314,0.9872619557531749,0.031223920532944482,0.5848482137083127,0.0025888281551414917,0.018967063949762913,0.9934955025074816
3,2,0.029017891536573737,0.6599595893084872,0.022820205823220564,0.10397201434707523,0.9914015970465857,0.028568887058125193,0.7524954759296424,0.03141963498333083,0.12779048670821172,0.9906048035565284
3,3,0.02596396364856,0.7851933994367992,0.0810021528039299,0.20457889081742292,0.9897764627695739,0.024781714895917052,0.8604918310758686,0.11502693013577063,0.2480894334617571,0.9898842530831574
3,4,0.023574085830494303,0.8446174642274519,0.1352479128674,0.2719757759273278,0.9897834740692394,0.02393355696623385,0.8663659408005672,0.1321661959391104,0.2507198887895939,0.9871762408677875
3,5,0.02162431577006642,0.8940549470143246,0.17864653362191407,0.3200810108748294,0.9901567726605206,0.021406446287002643,0.8987308786529079,0.1894107418324508,0.3091585546098568,0.9884822386007727
3,6,0.020001747593262783,0.9156686086834599,0.22532303816563845,0.35891589216648384,0.9905619407957358,0.022345874921611233,0.89386137531844,0.21992993306608508,0.3722764058933389,0.9922889203468839
3,7,0.01860814581231243,0.933319017616606,0.27940234097194966,0.39319301388266903,0.9910754653803269,0.018966980377347443,0.920426192007783,0.28379944597406753,0.3944466215081453,0.9908087329357842
3,8,0.017259876050722867,0.9448173955669309,0.3314658544882351,0.42392950372816823,0.9915135653776072,0.0185769041323795,0.9228141962481552,0.30271236334482804,0.38761154855643043,0.9900873327566665
3,9,0.016301144455776077,0.9534467318764696,0.388901757326972,0.44251135728514307,0.9917349524761362,0.0182054925699557,0.9223181680284206,0.3145342351705699,0.4142078345416737,0.9911435170000629
3,10,0.01561656147658992,0.9581362436644631,0.4119834652510632,0.4604250165796834,0.9920483363248213,0.01773211468458592,0.9254090446021933,0.3386127291038082,0.4345262184193791,0.9916890280895725
