fold,epoch,train_loss,train_auc,train_macro_f1,train_micro_f1,train_lacc,val_loss,val_auc,val_macro_f1,val_micro_f1,val_lacc
1,1,0.03497128187044829,0.48494389198507887,0.005060122627271114,0.010235039173195532,0.9873847597291343,0.031077704179053867,0.5750026815829761,0.00022636953569093012,0.005090497737556561,0.9940214703648127
1,2,0.030541985989639572,0.5593536293971407,0.0055318484118640834,0.030876839219887205,0.9934648313208778,0.035870705242138666,0.5531971052900262,0.002579745236842821,0.034974689369535204,0.9875271693412571
1,3,0.028410108467819644,0.6965023807680188,0.03670719882218524,0.12510649173624128,0.9912724191618396,0.027327099622503005,0.7929389219819265,0.04276943839982295,0.1595945543078605,0.992814038498468
1,4,0.025801338706718607,0.7941917641829275,0.08127682912360436,0.2097798301311124,0.9898198053493241,0.02535526992430567,0.8352420480400473,0.10751243598734239,0.21887742863996162,0.9889317329408827
1,5,0.02387547096190583,0.848822057756082,0.13396176024407455,0.26710007819807113,0.9898444511299666,0.02906348274281904,0.7802166300321614,0.10012539448163431,0.1942774069913434,0.9896395378280504
1,6,0.022071025678653176,0.8897705031158366,0.17457352454941566,0.3076519457804985,0.989907552826956,0.021634785125458706,0.8957013176123516,0.1966333851566304,0.3092367286813247,0.9892418755385011
1,7,0.020547523788053867,0.9155886262971098,0.2208604157550184,0.34444349485798936,0.9902215740665198,0.020253764762017647,0.910701730385201,0.2270181457302607,0.35006493139856587,0.9902190371474359
1,8,0.01918310824525999,0.9310236803269454,0.25934059455578135,0.37654146396651206,0.9906333285741482,0.019794934348583055,0.915111090856231,0.25192864742740106,0.3613641413019329,0.9902300833221455
1,9,0.01812707782391699,0.9410970513560976,0.2955742780178489,0.40020956345666425,0.9910002532566425,0.01869096565346478,0.9237560073113892,0.25490318510905136,0.3707156857551518,0.9899063454325767
1,10,0.017485521984200517,0.9467151747156426,0.32083627517528857,0.4163956677883664,0.9912303513638464,0.01840801430637194,0.9244267192254684,0.2748352692239193,0.39046499916065136,0.9907441552990199
