fold,epoch,train_loss,train_auc,train_macro_f1,train_micro_f1,train_lacc,val_loss,val_auc,val_macro_f1,val_micro_f1,val_lacc
4,1,0.034840184957811646,0.5071559895747226,0.005977346433066679,0.014334102400471258,0.9872018285469528,0.030620864483231272,0.6081393901508462,0.0007584494408350164,0.0360381861575179,0.9931348753093471
4,2,0.02954668827167078,0.6101349692345677,0.019999846660645294,0.08608991724035092,0.9921870750727475,0.027769893605532593,0.7758821498090126,0.03140141729218768,0.14746970117494682,0.9921685907372659
4,3,0.026615536750844715,0.7683753175550024,0.0664445447352268,0.18701651683044115,0.9900860222729869,0.026246004894001192,0.8337297974905523,0.08212775092687292,0.20865074241446094,0.9895824834788285
4,4,0.024152226725212333,0.8374705452646624,0.11780631909791169,0.2565545983267502,0.9898425389573305,0.023559462703119278,0.8860847685595066,0.14417561165781204,0.2516569296479945,0.9870456677816758
4,5,0.022246676301505387,0.8835240864651807,0.16230475471162892,0.30403071017274474,0.9899848895869026,0.02213796949555171,0.8997976632765559,0.1895069721900271,0.2886545675757883,0.9880748415871202
4,6,0.020533197749854803,0.9102752594785761,0.21637595967437034,0.3487270402232039,0.9904778051997498,0.020426790477114848,0.9095613523190296,0.22377248652058354,0.34063131044744394,0.9894550053030923
4,7,0.019073269967803685,0.9292326561118974,0.2621607720344924,0.38071511887447257,0.9908630017540997,0.020249383110428155,0.9110015082572446,0.2422842248506561,0.34352843761320706,0.9892195956052324
4,8,0.01779466566658404,0.9410762739073205,0.320532431545948,0.4118458884416331,0.9913076881237931,0.018656743656552538,0.919052487590092,0.29297724007266757,0.4017210144927536,0.9910187375921243
4,9,0.016725162965055107,0.9507018332358367,0.35565070768384177,0.43577994870464826,0.9916803493241956,0.018103860565799407,0.9250227607198322,0.31891893466391735,0.42929564024572076,0.991867742242528
4,10,0.01613259364274286,0.9549627584471774,0.3885619335021772,0.4510053891174596,0.9919484784204945,0.01782742116402564,0.9268688512488756,0.314868444071148,0.41896832986443155,0.9912218528187975
