fold,epoch,train_loss,train_auc,train_macro_f1,train_micro_f1,train_lacc,val_loss,val_auc,val_macro_f1,val_micro_f1,val_lacc
0,1,0.0348491118725191,0.4975504967382586,0.005861366598840504,0.013992690876765548,0.9872742786434962,0.03081453799701936,0.6046415731007253,0.0029564931727094935,0.024317751958930017,0.9938634250958894
0,2,0.02918577593091239,0.6411875103558016,0.02536332206244937,0.0962245393383118,0.991694584387153,0.027674509821116258,0.769883041501719,0.04243939631050563,0.1445835760046593,0.9900159574739268
0,3,0.025521197275412518,0.7920165516758179,0.09143431569859872,0.218754547953623,0.9897352448260859,0.025381424355024065,0.8451841957325459,0.09876647848317995,0.23645444774609597,0.9897381036946905
0,4,0.023036131752701867,0.8578603062878607,0.1452552711080115,0.2844229650512373,0.9898074824590032,0.022242713417837075,0.8771090350786358,0.16431864454970493,0.3253706221272739,0.991145216411557
0,5,0.021044514807207242,0.9002745641714546,0.19265586830422718,0.3314486198097889,0.9902024523401592,0.02129995522698044,0.8969406442169837,0.19933562206983899,0.3469387755102041,0.990863963809333
0,6,0.01938514926285595,0.9233568827899261,0.24705387986374813,0.3715453567586949,0.9906900563623507,0.02000052028715444,0.9089146995168169,0.226974760135693,0.3478215874987064,0.9892903087660744
0,7,0.017952169402546826,0.9404247015246436,0.3012089510162632,0.40445263714436774,0.9911451534497295,0.01909222439264452,0.9149392004194004,0.2816843131843939,0.4196078431372549,0.9922031000664471
0,8,0.01677745538281084,0.9505271109865021,0.3454814229661162,0.43402961964703013,0.9916125734274293,0.018205255181554643,0.9183658243305746,0.2848711905474619,0.4267862481315396,0.9918538710044711
0,9,0.015779573612530774,0.9575841746577213,0.387650482504586,0.4551208614961622,0.9919157590220555,0.01785710999513222,0.9210346762590376,0.3044519244712989,0.4359050977111098,0.9919796274550123
0,10,0.015144820070723776,0.96251552116668,0.4164933940401894,0.4717928011075219,0.9922178822985506,0.017627033046004492,0.9229038875120182,0.3069458200132755,0.4183447665412702,0.9910661937770949
