fold,epoch,train_loss,train_auc,train_f1,train_lacc,val_loss,val_auc,val_f1,val_lacc
0,1,0.03575648178792551,0.5197145359762517,0.005120733254703983,0.9864707412091049,0.03140279099178714,0.5998143292736621,0.0014725127960914409,0.994069903592386
0,2,0.029652306457840595,0.593663549196199,0.00438639635350591,0.9943408188518125,0.029134989190617754,0.7031869219805967,0.011649446298497797,0.9940851982958303
0,3,0.02773297396527619,0.7110066315170673,0.020803827381591415,0.9941867827227977,0.030901864608073367,0.7267479003257663,0.017158715814974045,0.9932949719512134
0,4,0.025761536061659415,0.791784536289628,0.04618757373626934,0.9941831708411519,0.03331572018751053,0.7477355951244997,0.027519136929201247,0.9892308293637915
0,5,0.024047304054393488,0.8361172353644558,0.07945355473232071,0.9942743177368033,0.024224366030171928,0.8698030113233504,0.09285411401661878,0.9937487148200579
0,6,0.022542566481028117,0.8696370886531445,0.11355431062734304,0.9944659599276604,0.0237693978999039,0.8876735687646645,0.12366878883800987,0.993178562263888
0,7,0.021309772071999914,0.8974678430900036,0.14712595732824477,0.994662063854668,0.0222359089513814,0.8795013494430023,0.1587745790780208,0.9941446776981132
0,8,0.02020627334166099,0.9115341764996002,0.17204640041926153,0.9948870628348429,0.0211588525676361,0.9047611251352624,0.17953077375424759,0.993984933017696
0,9,0.01937513573862174,0.9244296476869691,0.1922856260481214,0.9950750931440537,0.019858104254863115,0.9143863557221784,0.1939324862653582,0.9949323549254894
0,10,0.018879403134531417,0.9315757587855837,0.2034953991083827,0.995219355946262,0.019564988942265344,0.9157818309410929,0.19875440463274802,0.9949476496289335
