fold,epoch,train_loss,train_auc,train_f1,train_lacc,val_loss,val_auc,val_f1,val_lacc
3,1,0.03573442281795149,0.5158504212186419,0.004859315912708477,0.9863719456229093,0.030670837577245088,0.608834251112938,0.0019502633710121316,0.9943367111969125
3,2,0.02983007211947725,0.6050656289720252,0.004967078969001086,0.9943716260776154,0.029648529667428085,0.690930321587291,0.00937494848512055,0.9943596532520788
3,3,0.02815590998423951,0.7043833616217466,0.015847674478587693,0.9942534963014332,0.036445994762568504,0.6553472500608893,0.016405599139171768,0.9904000244715256
3,4,0.02627683934398225,0.7741263168055749,0.03630259942958555,0.9942626322373609,0.026192225723959215,0.8479370736243719,0.055594555619173106,0.9937045301212192
3,5,0.02443653524328931,0.8306642177882633,0.0669988130945465,0.9943055498898588,0.026728509618333597,0.8379415849220956,0.06254899091004854,0.9937198248246631
3,6,0.02282829290772436,0.8624754856006435,0.10682579398291012,0.994436639947241,0.022997787279498312,0.887381611972533,0.12553178616105723,0.993807344516594
3,7,0.021470291086104737,0.8915463326695328,0.13961005355027084,0.9946909589078348,0.021630714210426675,0.9066841049003266,0.1495433579493166,0.99420585651189
3,8,0.0203457928643528,0.910866815509985,0.16673640630117637,0.9949055471703243,0.020665145840745566,0.913673348827117,0.18160507574327,0.994493057054342
3,9,0.01945961264408186,0.9233563430006564,0.19026390440411278,0.9951214102145712,0.01975957420784668,0.9205360213782686,0.19701782251791553,0.994612865564655
3,10,0.018984761416484246,0.9323370618783666,0.19987918199716492,0.9952297666639471,0.01938576270519189,0.9224530354466788,0.20919709671973152,0.9949255572795142
